Identifiant de l'accident;Date et heure;Commune;Année;Mois;Jour;Heure minute;Lumière;Localisation;Intersection;Conditions atmosphériques;Collision;Département;Code commune;Code Insee;Adresse;Latitude;Longitude;Code Postal;Numéro;Coordonnées;PR;Surface;V1;Circulation;Voie réservée;Env1;Voie;Largeur de la chaussée;V2;Largeur terre plein central;Nombre de voies;Catégorie route;PR1;Plan;Profil;Infrastructure;Situation;Année de naissance;Sexe;Action piéton;Gravité;Existence équipement de sécurité;Utilisation équipement de sécurité;Localisation du piéton;Identifiant véhicule;Place;Catégorie d'usager;Piéton seul ou non;Motif trajet;Point de choc;Manœuvre;Sens;Obstacle mobile heurté;Obstacle fixe heurté;Catégorie véhicule;Nombre d'occupants;Gps;date;year_georef;Nom Officiel Commune;Code Officiel Département;Nom Officiel Département;Code Officiel EPCI;Nom Officiel EPCI;Code Officiel Région;Nom Officiel Région;Nom Officiel Commune / Arrondissement Municipal;Code Officiel Commune
201400010106;2014-11-18T14:47:00+01:00;Antibes;2014;11;18;14:47;Plein jour;En agglomération;1;Normale;Deux véhicules – par le coté;06;004;06004;121, POINCARE BD RAYMOND;;;06600;121;;;normale;;A chaussées séparées;;00;0;80;;0;2;Voie Communale;;Partie rectiligne;Plat;;Sur chaussée;1979,1976;Féminin,Masculin;Se déplaçant,Se déplaçant;Indemne,Blessé;Ceinture,Casque;Non déterminable,Non déterminable;;B01,A01;1,1;Conducteur,Conducteur;;Promenade – loisirs,Promenade – loisirs;Avant,Côté gauche;Sans changement de direction,En s’insérant;;Véhicule,Véhicule;;Scooter > 50 cm3 et <= 125 cm3,VL seul;;;;2015;Antibes;06;Alpes-Maritimes;240600585;CA de Sophia Antipolis;93;Provence-Alpes-Côte d'Azur;Antibes;06004
201400010112;2014-12-07T19:50:00+01:00;Vallauris;2014;12;07;19:50;Nuit avec éclairage public allumé;En agglomération;1;Normale;Autre collision;06;155;06155;232, LIBERTE AV.DE LA;;;06220;232;43.572831, 7.086229;;normale;;Bidirectionnelle;;00;6007;50;;0;2;Route Départementale;;Partie rectiligne;Plat;;Sur chaussée;1962,1989;Masculin,Masculin;Se déplaçant,Se déplaçant;Indemne,Blessé;Autre,Casque;Non déterminable,Non déterminable;;A01,B01;1,1;Conducteur,Conducteur;;Promenade – loisirs;;;;;;Motocyclette > 125 cm3,VL seul;;;;2015;Vallauris;06;Alpes-Maritimes;240600585;CA de Sophia Antipolis;93;Provence-Alpes-Côte d'Azur;Vallauris;06155
201400010140;2014-02-15T18:10:00+01:00;Saint-laurent-du-var;2014;02;15;18:10;Crépuscule ou aube;En agglomération;1;Normale;Sans collision;06;123;06123;DEGOUTAI CHEMIN DU;;;06700;;43.717833, 7.176016;;;;Bidirectionnelle;;00;0;0;;0;2;Voie Communale;;;Pente;;Sur chaussée;1946,1943;Masculin,Féminin;Se déplaçant,Se déplaçant;Blessé,Blessé;Ceinture,Ceinture;Oui,Oui;;A01;2,1;Passager,Conducteur;;Promenade – loisirs,Promenade – loisirs;;En marche arrière;;;;VL seul;;;;2015;Saint-Laurent-du-Var;06;Alpes-Maritimes;200030195;Métropole Nice Côte d'Azur;93;Provence-Alpes-Côte d'Azur;Saint-Laurent-du-Var;06123
201400010174;2014-05-07T12:50:00+02:00;Cagnes-sur-mer;2014;05;07;12:50;Plein jour;En agglomération;1;Normale;Autre collision;06;027;06027;JUIN BOULEVARD MARECHAL;;;06800;;43.658424, 7.150919;;normale;;Bidirectionnelle;;00;0;0;;0;3;Voie Communale;;Partie rectiligne;Plat;Souterrain - tunnel;Sur chaussée;1968,2002;Masculin,Masculin;Se déplaçant,Traversant;Indemne,Blessé;Ceinture,Autre;Oui,Non déterminable;Sur chaussée - A – 50 m du passage piéton;A01;1;Conducteur,Piéton;Seul;Promenade – loisirs,Promenade – loisirs;Avant;Sans changement de direction;;Piéton;;VL seul;;;;2015;Cagnes-sur-Mer;06;Alpes-Maritimes;200030195;Métropole Nice Côte d'Azur;93;Provence-Alpes-Côte d'Azur;Cagnes-sur-Mer;06027
201400010215;2014-07-20T00:55:00+02:00;Saint-laurent-du-var;2014;07;20;00:55;Nuit avec éclairage public allumé;En agglomération;1;Normale;Autre collision;06;123;06123;BORD DE MER RN 98;;;06700;98;43.658798, 7.188891;;normale;;A chaussées séparées;;00;0;0;;0;6;Voie Communale;;Partie rectiligne;Plat;;Sur chaussée;1991,1978;Masculin,Masculin;Traversant,Se déplaçant;Blessé,Blessé;Autre,Casque;Non déterminable,Oui;Sur chaussée - A + 50 m du passage piéton;A01;1;Piéton,Conducteur;Seul;Promenade – loisirs,Promenade – loisirs;Avant;Sans changement de direction;;Piéton;;Motocyclette > 125 cm3;;;;2015;Saint-Laurent-du-Var;06;Alpes-Maritimes;200030195;Métropole Nice Côte d'Azur;93;Provence-Alpes-Côte d'Azur;Saint-Laurent-du-Var;06123
201400010228;2014-08-16T15:00:00+02:00;Saint-laurent-du-var;2014;08;16;15:00;Plein jour;En agglomération;6;Normale;Autre collision;06;123;06123;AICARD AVENUE;;;06700;;43.684136, 7.183059;;normale;;A sens unique;;00;0;0;;0;2;Voie Communale;;En courbe à gauche;Plat;;Sur chaussée;1986,1958;Féminin,Masculin;Se déplaçant Sens véhicule heurtant,Se déplaçant;Blessé,Indemne;Autre,Ceinture;Non déterminable,Oui;Sur chaussée - A + 50 m du passage piéton;A01;1;Piéton,Conducteur;Accompagné;Promenade – loisirs,Promenade – loisirs;Avant;En s’insérant;;Piéton;;VL seul;;;;2015;Saint-Laurent-du-Var;06;Alpes-Maritimes;200030195;Métropole Nice Côte d'Azur;93;Provence-Alpes-Côte d'Azur;Saint-Laurent-du-Var;06123
201400010237;2014-09-08T19:20:00+02:00;Saint-laurent-du-var;2014;09;08;19:20;Plein jour;En agglomération;1;Normale;Trois véhicules et plus – en chaîne;06;123;06123;702, DE GAULLE GENERAL A;;;06700;702;43.66876, 7.191843;;normale;;Bidirectionnelle;;00;0;0;;0;2;Voie Communale;;Partie rectiligne;Plat;;Sur chaussée;1993,1993,1962;Masculin,Féminin,Féminin;Se déplaçant,Se déplaçant,Se déplaçant;Indemne,Blessé,Blessé;Ceinture,Ceinture,Ceinture;Oui,Oui,Oui;;A01,C01,B01;1,1,1;Conducteur,Conducteur,Conducteur;;Promenade – loisirs,Promenade – loisirs,Promenade – loisirs;Avant,Arrière,Arrière;Même sens,Arrêté (hors stationnement),Arrêté (hors stationnement);;Véhicule,Véhicule,Véhicule;;VL seul,VL seul,VL seul;;;;2015;Saint-Laurent-du-Var;06;Alpes-Maritimes;200030195;Métropole Nice Côte d'Azur;93;Provence-Alpes-Côte d'Azur;Saint-Laurent-du-Var;06123
201400010249;2014-10-08T12:55:00+02:00;Cagnes-sur-mer;2014;10;08;12:55;Plein jour;En agglomération;3;Normale;Deux véhicules – par l’arrière;06;027;06027;PLAGE BOULEVARD DE LA;;;06800;;43.656592, 7.163839;;normale;;Bidirectionnelle;;00;0;0;;0;4;Voie Communale;;Partie rectiligne;Plat;;Sur chaussée;1968,1932,1972;Masculin,Féminin,Masculin;Se déplaçant,Se déplaçant,Se déplaçant;Blessé,Indemne,Blessé;Casque,Ceinture,Casque;Oui,Oui,Oui;;B01,A01;1,1,2;Conducteur,Conducteur,Passager;;Promenade – loisirs,Promenade – loisirs,Promenade – loisirs;Arrière,Avant;Tournant A droite,Sans changement de direction;;Véhicule,Véhicule;;VL seul,Motocyclette > 50 cm3 et <= 125 cm3;;;;2015;Cagnes-sur-Mer;06;Alpes-Maritimes;200030195;Métropole Nice Côte d'Azur;93;Provence-Alpes-Côte d'Azur;Cagnes-sur-Mer;06027
201400010301;2014-02-20T13:15:00+01:00;Cannes;2014;02;20;13:15;Plein jour;En agglomération;1;Normale;Deux véhicules – par le coté;06;029;06029;PICAUD (AVENUE DU DOCTEU;;;06150;;43.550554, 6.995153;;normale;;Bidirectionnelle;;99;0;60;;0;2;Voie Communale;;Partie rectiligne;Plat;;Sur chaussée;1993,1994;Féminin,Masculin;Se déplaçant,Se déplaçant;Indemne,Blessé;Ceinture,Casque;Oui,Oui;;B01,A01;1,1;Conducteur,Conducteur;;Promenade – loisirs;Avant,Avant droit;Sans changement de direction,Tournant A gauche;;Véhicule,Véhicule;;Scooter > 50 cm3 et <= 125 cm3,VL seul;;;;2015;Cannes;06;Alpes-Maritimes;200039915;CA des Pays de Lérins;93;Provence-Alpes-Côte d'Azur;Cannes;06029
201400010366;2014-05-20T18:40:00+02:00;Cannes;2014;05;20;18:40;Plein jour;En agglomération;1;Normale;Sans collision;06;029;06029;REYER (RUE);;;06150;;43.553348, 6.970446;;normale;;A sens unique;;03;0;40;;0;1;Voie Communale;;Partie rectiligne;;;Sur chaussée;1961,2008;Masculin,Féminin;Se déplaçant,Masqué;Indemne,Blessé;Casque,Autre;Oui,Non déterminable;Sur passage piéton - Sans signalisation lumineuse;A01;1;Conducteur,Piéton;Accompagné;Promenade – loisirs,Domicile – école;Avant;Sans changement de direction;;Piéton;;Scooter > 50 cm3 et <= 125 cm3;;;;2015;Cannes;06;Alpes-Maritimes;200039915;CA des Pays de Lérins;93;Provence-Alpes-Côte d'Azur;Cannes;06029
201400010381;2014-06-06T10:55:00+02:00;Cannes;2014;06;06;10:55;Plein jour;En agglomération;1;Normale;Sans collision;06;029;06029;CHABAUD (RUE);;;06150;;43.553348, 6.970446;;normale;;A sens unique;;99;0;40;;0;1;Voie Communale;;Partie rectiligne;Plat;;Sur chaussée;1971,1929;Masculin,Féminin;Se déplaçant,Traversant;Indemne,Blessé;Ceinture,Autre;Non déterminable,Non déterminable;Sur passage piéton - Sans signalisation lumineuse;A01;1;Conducteur,Piéton;Seul;Utilisation professionnelle,Promenade – loisirs;Arrière;Sans changement de direction;;Piéton;;VL seul;;;;2015;Cannes;06;Alpes-Maritimes;200039915;CA des Pays de Lérins;93;Provence-Alpes-Côte d'Azur;Cannes;06029
201400010390;2014-06-13T21:00:00+02:00;Le Cannet;2014;06;13;21:00;Nuit avec éclairage public non allumé;En agglomération;1;Normale;Autre collision;06;030;06030;ROOSEVELT (AVENUE FRANKL;;;06110;;43.573431, 6.999749;;;;Bidirectionnelle;;00;0;80;;0;2;Voie Communale;;Partie rectiligne;Plat;;Sur chaussée;1997,1979;Masculin,Masculin;Se déplaçant,Se déplaçant;Blessé,Indemne;Casque,Ceinture;Oui,Oui;;B01,A01;1,1;Conducteur,Conducteur;;;Avant,Côté droit;Sans changement de direction,Tournant A gauche;;Véhicule,Véhicule;;Cyclomoteur <50cm3,VL seul;;;;2015;Le Cannet;06;Alpes-Maritimes;200039915;CA des Pays de Lérins;93;Provence-Alpes-Côte d'Azur;Le Cannet;06030
201400010433;2014-08-26T17:25:00+02:00;Cannes;2014;08;26;17:25;Plein jour;En agglomération;1;Normale;Deux véhicules – par le coté;06;029;06029;JUIN (AVENUE MARECHAL);;;06150;;;;;;Bidirectionnelle;;00;0;80;;0;2;Voie Communale;;Partie rectiligne;Plat;;Sur chaussée;1986,1954;Masculin,Féminin;Se déplaçant,Se déplaçant;Blessé,Indemne;Casque,Ceinture;Oui,Oui;;B01,A01;1,1;Conducteur,Conducteur;;;Avant,Avant;;;Véhicule,Véhicule;;"Motocyclette > 125 cm3,Voiturette (Quadricycle à moteur carrossé) (anciennement ""voiturette ou tricycle à moteur"")";;;;2015;Cannes;06;Alpes-Maritimes;200039915;CA des Pays de Lérins;93;Provence-Alpes-Côte d'Azur;Cannes;06029
201400010435;2014-08-30T14:20:00+02:00;Cannes;2014;08;30;14:20;Plein jour;En agglomération;2;Normale;Sans collision;06;029;06029;SHAKESPEARE (RUE);;;06150;;43.553348, 6.970446;;normale;;A sens unique;;00;0;60;;0;1;Voie Communale;;Partie rectiligne;Plat;;Sur chaussée;1979,1962;Masculin,Masculin;Se déplaçant,Se déplaçant;Blessé,Indemne;Casque,Ceinture;Oui,Oui;;B01,A01;1,1;Conducteur,Conducteur;;;;Sans changement de direction;;;;VL seul,Scooter > 50 cm3 et <= 125 cm3;;;;2015;Cannes;06;Alpes-Maritimes;200039915;CA des Pays de Lérins;93;Provence-Alpes-Côte d'Azur;Cannes;06029
201400010448;2014-09-24T20:15:00+02:00;Cannes;2014;09;24;20:15;Nuit avec éclairage public allumé;En agglomération;1;Normale;Deux véhicules – par l’arrière;06;029;06029;30, BROUSSAILLES (AVENUE;;;06150;30;43.554562, 6.969197;;normale;;Bidirectionnelle;;00;0;60;;0;2;Voie Communale;;Partie rectiligne;Plat;;Sur chaussée;1973,1972;Masculin,Masculin;Se déplaçant,Se déplaçant;Blessé,Indemne;Casque,Ceinture;Oui,Oui;;B01,A01;1,1;Conducteur,Conducteur;;;Arrière;Sans changement de direction,En marche arrière;;Véhicule,Véhicule;;Scooter > 125 cm3,VL seul;;;;2015;Cannes;06;Alpes-Maritimes;200039915;CA des Pays de Lérins;93;Provence-Alpes-Côte d'Azur;Cannes;06029
201400010465;2014-10-24T13:50:00+02:00;Cannes;2014;10;24;13:50;Plein jour;En agglomération;1;Normale;Deux véhicules – par le coté;06;029;06029;JOURDAN (AVENUE MICHEL);;;06150;;43.559425, 6.968368;;normale;;;;00;0;100;;0;2;Voie Communale;;Partie rectiligne;Plat;;Sur chaussée;2000,1987;Masculin,Masculin;Se déplaçant,Se déplaçant;Blessé,Indemne;Casque,Ceinture;Oui,Oui;;B01,A01;1,1;Conducteur,Conducteur;;Promenade – loisirs;Avant,Avant;Sans changement de direction,Sans changement de direction;;Véhicule,Véhicule;;Scooter < 50 cm3,VL seul;;;;2015;Cannes;06;Alpes-Maritimes;200039915;CA des Pays de Lérins;93;Provence-Alpes-Côte d'Azur;Cannes;06029
201400010503;2014-01-16T08:00:00+01:00;Grasse;2014;01;16;08:00;Crépuscule ou aube;En agglomération;1;Pluie légère;Deux véhicules – par l’arrière;06;069;06069;8, SAINTE MARGUERITE (CH;;;06520;8;43.681643, 6.966916;;mouillée;;Bidirectionnelle;;03;0;0;;0;2;Voie Communale;;Partie rectiligne;Plat;;Sur chaussée;1969,1953;Féminin,Masculin;Se déplaçant,Se déplaçant;Indemne,Blessé;Ceinture,Ceinture;Non déterminable,Non déterminable;;A01,B01;1,1;Conducteur,Conducteur;;;Avant,Arrière;Même sens,Même sens;;Véhicule;;VL seul,VU seul 1;;;;2015;Grasse;06;Alpes-Maritimes;200039857;CA du Pays de Grasse;93;Provence-Alpes-Côte d'Azur;Grasse;06069
201400010552;2014-03-28T16:15:00+01:00;Grasse;2014;03;28;16:15;Plein jour;En agglomération;1;Normale;Autre collision;06;069;06069;62, SEMARD (AVENUE PIERR;;;06520;62;;;;;;;00;0;0;;0;1;Hors réseau public;;;;;;1984;Masculin;Se déplaçant;Blessé;Ceinture;Non déterminable;;A01;1;Conducteur;;;;Sans changement de direction;;;Sortie de chaussée sans obstacle;VL seul;;;;2015;Grasse;06;Alpes-Maritimes;200039857;CA du Pays de Grasse;93;Provence-Alpes-Côte d'Azur;Grasse;06069
201400010786;2014-06-08T07:50:00+02:00;Menton;2014;06;08;07:50;Plein jour;En agglomération;3;Normale;Trois véhicules et plus - collisions multiples;06;083;06083;SOLEIL (PROMENADE DU, N?;;;06500;;43.772297, 7.498339;;normale;;Bidirectionnelle;;00;3;50;;0;2;Voie Communale;;Partie rectiligne;Plat;;Sur chaussée;1988,1969,1989;Masculin,Masculin,Masculin;Se déplaçant,Se déplaçant,Se déplaçant;Blessé,Indemne,Indemne;Casque,Ceinture,Ceinture;Oui,Non déterminable,Non déterminable;;A01,C01,B01;1,1,1;Conducteur,Conducteur,Conducteur;;Promenade – loisirs,Promenade – loisirs;Avant,Avant,Avant;Arrêté (hors stationnement),Sans changement de direction;;Véhicule,Véhicule,Véhicule;;Scooter > 125 cm3,VL seul,VL seul;;;;2015;Menton;06;Alpes-Maritimes;240600551;CA de la Riviera Française;93;Provence-Alpes-Côte d'Azur;Menton;06083
201400010821;2014-09-19T08:40:00+02:00;Menton;2014;09;19;08:40;Plein jour;En agglomération;1;Normale;Deux véhicules – par le coté;06;083;06083;95, CASTAGNINS (ROUTE DE;;;06500;95;43.782085, 7.479736;;normale;;Bidirectionnelle;;99;22;60;;0;1;Route Départementale;;Partie rectiligne;Pente;;Sur chaussée;1987,1999;Féminin,Masculin;Se déplaçant,Se déplaçant;Indemne,Blessé;Ceinture,Casque;Non déterminable,Oui;;A01,B01;1,1;Conducteur,Conducteur;;Domicile – travail;Côté gauche,Avant droit;Sans changement de direction,En s’insérant;;Véhicule,Véhicule;;Scooter < 50 cm3,VL seul;;;;2015;Menton;06;Alpes-Maritimes;240600551;CA de la Riviera Française;93;Provence-Alpes-Côte d'Azur;Menton;06083
201400010832;2014-01-08T20:00:00+01:00;Nice;2014;01;08;20:00;Nuit avec éclairage public allumé;En agglomération;1;Normale;Autre collision;06;088;06088;0, PENETRANTE DU PAILLON;;;06200;0;;;normale;;A sens unique;;00;0;0;;0;2;Voie Communale;;En courbe à droite;Plat;;Sur chaussée;1992,1993,1991;Masculin,Masculin,Masculin;Se déplaçant,Se déplaçant,Se déplaçant;Blessé,Blessé,Blessé;Ceinture,Ceinture,Ceinture;Oui,Oui,Oui;;A01;2,1,3;Passager,Conducteur,Passager;;Autre;Avant;Déporté A droite;;;Poteau;VL seul;;;;2015;Nice;06;Alpes-Maritimes;200030195;Métropole Nice Côte d'Azur;93;Provence-Alpes-Côte d'Azur;Nice;06088
201400010859;2014-01-21T10:45:00+01:00;Nice;2014;01;21;10:45;Plein jour;En agglomération;1;Normale;Deux véhicules – par le coté;06;088;06088;0, BESSET (AV.) (A PARTI;;;06200;0;;;;;Bidirectionnelle;;00;0;0;;0;2;Voie Communale;;Partie rectiligne;Plat;;;1924,1955;Masculin,Masculin;Se déplaçant,Se déplaçant;Indemne,Blessé;Ceinture,Casque;Oui,Oui;;A01,B01;1,1;Conducteur,Conducteur;;Promenade – loisirs;Avant,Côté droit;Sans changement de direction,Sans changement de direction;;Véhicule,Véhicule;;Motocyclette > 125 cm3,VL seul;;;;2015;Nice;06;Alpes-Maritimes;200030195;Métropole Nice Côte d'Azur;93;Provence-Alpes-Côte d'Azur;Nice;06088
201400010860;2014-01-21T16:20:00+01:00;Nice;2014;01;21;16:20;Plein jour;En agglomération;1;Normale;Trois véhicules et plus – en chaîne;06;088;06088;0, ETATS UNIS (QUAI DES);;;06200;0;;;normale;;Bidirectionnelle;;00;0;0;;0;3;Voie Communale;;Partie rectiligne;Plat;;Sur chaussée;1983,1955;Féminin,Masculin;Se déplaçant,Se déplaçant;Blessé,Indemne;Casque,Ceinture;Oui,Oui;;A01,C01,B01;1,1;Conducteur,Conducteur;;Promenade – loisirs;Avant,Arrière,Arrière;Sans changement de direction,Sans changement de direction,Même sens;;Véhicule,Véhicule;Véhicule en stationnement;Cyclomoteur <50cm3,VL seul,VL seul;;;;2015;Nice;06;Alpes-Maritimes;200030195;Métropole Nice Côte d'Azur;93;Provence-Alpes-Côte d'Azur;Nice;06088
201400010862;2014-01-23T09:00:00+01:00;Nice;2014;01;23;09:00;Plein jour;En agglomération;1;Normale;Deux véhicules – par le coté;06;088;06088;92, JOLY (CORNICHE ANDRE;;;06200;92;43.709431, 7.24343;;normale;;Bidirectionnelle;;00;0;0;;0;2;Voie Communale;;Partie rectiligne;Pente;;Sur chaussée;1974,1972;Masculin,Féminin;Se déplaçant,Se déplaçant;Blessé,Indemne;Casque,Ceinture;Oui,Oui;;B01,A01;1,1;Conducteur,Conducteur;;;Avant,Avant gauche;Dépassant A gauche,Dépassant A gauche;;Véhicule,Véhicule;;Motocyclette > 50 cm3 et <= 125 cm3,Autre véhicule;;;;2015;Nice;06;Alpes-Maritimes;200030195;Métropole Nice Côte d'Azur;93;Provence-Alpes-Côte d'Azur;Nice;06088
201400010971;2014-03-23T18:00:00+01:00;Nice;2014;03;23;18:00;Plein jour;En agglomération;1;Normale;Autre collision;06;088;06088;142, ARIANE (BD DE L');4373665;0730595;06200;142;43.683681, 7.22015;;normale;;Bidirectionnelle;;00;0;0;;0;2;Voie Communale;;Partie rectiligne;Plat;;Sur chaussée;1982,2009,1980;Féminin,Masculin,Masculin;Se déplaçant,Se déplaçant,Se déplaçant;Indemne,Tué,Indemne;Ceinture,Autre,Ceinture;Oui,Non déterminable,Oui;Sur chaussée - A – 50 m du passage piéton;A01;2,1;Passager,Piéton,Conducteur;Seul;Autre,Promenade – loisirs;Avant droit;Sans changement de direction;;Piéton;;VL seul;;Métropole;;2015;Nice;06;Alpes-Maritimes;200030195;Métropole Nice Côte d'Azur;93;Provence-Alpes-Côte d'Azur;Nice;06088
201400010972;2014-03-23T18:45:00+01:00;Nice;2014;03;23;18:45;Crépuscule ou aube;En agglomération;1;Normale;Autre collision;06;088;06088;66, BAUMETTES (AV. DES);;;06200;66;43.699768, 7.207513;;normale;;Bidirectionnelle;;00;0;0;;0;2;Voie Communale;;Partie rectiligne;Sommet de côte;;Sur chaussée;1948,1990;Masculin,Masculin;Se déplaçant,Se déplaçant;Blessé,Indemne;Ceinture,Ceinture;Oui,Oui;;B01,A01;1,1;Conducteur,Conducteur;;Promenade – loisirs,Utilisation professionnelle;Arrière droit,Avant droit;En stationnement (avec occupants),Sans changement de direction;;Véhicule,Véhicule;;VL seul,VL seul;;;;2015;Nice;06;Alpes-Maritimes;200030195;Métropole Nice Côte d'Azur;93;Provence-Alpes-Côte d'Azur;Nice;06088
201400010982;2014-03-28T17:10:00+01:00;Nice;2014;03;28;17:10;Plein jour;En agglomération;1;Normale;Deux véhicules – par l’arrière;06;088;06088;0, SAINT-JEAN BAPTISTE (;;;06200;0;43.706202, 7.217942;;normale;;A sens unique;;00;0;0;;0;3;Voie Communale;;Partie rectiligne;Plat;;Sur chaussée;1959,1996;Masculin,Masculin;Se déplaçant,Se déplaçant;Indemne,Blessé;Ceinture,Casque;Oui,Oui;;A01,B01;1,1;Conducteur,Conducteur;;Domicile – travail;Arrière droit,Avant gauche;Tournant A droite,Sans changement de direction;;Véhicule,Véhicule;;VL seul,Cyclomoteur <50cm3;;;;2015;Nice;06;Alpes-Maritimes;200030195;Métropole Nice Côte d'Azur;93;Provence-Alpes-Côte d'Azur;Nice;06088
201400010991;2014-04-01T13:00:00+02:00;Nice;2014;04;01;13:00;Plein jour;En agglomération;1;Normale;Trois véhicules et plus – en chaîne;06;088;06088;14, ARSON (RUE);;;06200;14;43.671513, 7.216329;;normale;;A sens unique;;00;0;0;;0;3;Voie Communale;;Partie rectiligne;Plat;;Sur chaussée;1951,1995,1938,1962;Féminin,Féminin,Masculin,Masculin;Se déplaçant,Se déplaçant,Se déplaçant,Se déplaçant;Blessé,Indemne,Indemne,Blessé;Ceinture,Ceinture,Ceinture,Ceinture;Oui,Oui,Oui,Oui;;B01,A01,C01;2,1,1,1;Passager,Conducteur,Conducteur,Conducteur;;Promenade – loisirs,Promenade – loisirs,Promenade – loisirs,Promenade – loisirs;Arrière,Avant,Arrière;Même sens,Même sens,Même sens;;Véhicule,Véhicule,Véhicule;;VL seul,VL seul,VL seul;;;;2015;Nice;06;Alpes-Maritimes;200030195;Métropole Nice Côte d'Azur;93;Provence-Alpes-Côte d'Azur;Nice;06088
201400008174;2014-05-07T12:00:00+02:00;Saint-maximin-la-sainte-baume;2014;05;07;12:00;Plein jour;En agglomération;1;Normale;Autre collision;83;116;83116;ROUTE DE NICE RN7;;;83470;7;43.443463, 5.867707;15;normale;;Bidirectionnelle;;03;7;70;;0;2;Route Nationale;100;;;;Sur chaussée;1968,2002;Féminin,Féminin;Se déplaçant,Traversant;Indemne,Blessé;Ceinture;Oui;Sur chaussée - A – 50 m du passage piéton;A01;1;Conducteur,Piéton;Seul;Promenade – loisirs,Domicile – école;Avant gauche;Sans changement de direction;;Piéton;;VL seul;;Métropole;;2015;Saint-Maximin-la-Sainte-Baume;83;Var;248300535;CC Sainte Baume - Mont Aurélien;93;Provence-Alpes-Côte d'Azur;Saint-Maximin-la-Sainte-Baume;83116
201400008185;2014-04-19T15:00:00+02:00;Les Adrets-de-l'esterel;2014;04;19;15:00;Plein jour;Hors agglomération;1;Normale;Autre collision;83;001;83001;;;;83600;;43.52506, 6.813557;3;normale;;Bidirectionnelle;;00;837;69;;0;0;Route Départementale;400;Partie rectiligne;Pente;;Sur chaussée;1943,1944;Féminin,Masculin;Se déplaçant,Se déplaçant;Blessé,Indemne;Ceinture,Ceinture;Oui,Oui;;A01;2,1;Passager,Conducteur;;;Avant;Sans changement de direction;;;Fossé;VL seul;;Métropole;;2015;Les Adrets-de-l'Estérel;83;Var;200035319;CA Var Esterel Méditerranée (CAVEM);93;Provence-Alpes-Côte d'Azur;Les Adrets-de-l'Estérel;83001
201400008233;2014-09-02T21:45:00+02:00;Sainte-maxime;2014;09;02;21:45;Nuit avec éclairage public allumé;En agglomération;1;Normale;Autre collision;83;115;83115;avenue Raoul Nordling;;;83120;;43.297812, 6.623789;95;normale;;Bidirectionnelle;;00;559;72;;0;2;Route Départementale;0;Partie rectiligne;Plat;;Sur chaussée;1966;Masculin;Se déplaçant;Tué;Casque;Oui;;A01;1;Conducteur;;Promenade – loisirs;Avant;Sans changement de direction;;;Glissière béton;Motocyclette > 125 cm3;;Métropole;;2015;Sainte-Maxime;83;Var;200036077;CC du Golfe de Saint-Tropez;93;Provence-Alpes-Côte d'Azur;Sainte-Maxime;83115
